4/20/2014,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types
ELEC,Herb Gordon Nissan,3131 Automobile Blvd,,Silver Spring,MD,20904,301-890-8200,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.075871,-76.94593,4/4/2014,40033,2014-04-04 19:15:24 UTC,P,3/15/2011,J1772
ELEC,"Walgreens - Columbia, MD #11949",5585 Twin Knolls Rd,,Columbia,MD,21045,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.219991,-76.839574,4/20/2014,42983,2014-04-20 07:30:43 UTC,,,J1772
ELEC,TISHMAN SPEYER,1919 Pennsylvania Ave NW,,Washington,DC,20006,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.900799,-77.0447218,4/20/2014,58084,2014-04-20 08:04:27 UTC,,,J1772
ELEC,SemaConnect US HQ,4961 Telsa Dr,,Bowie,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,9,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9570814,-76.7077064,4/20/2014,48858,2014-04-20 07:30:53 UTC,,,J1772
ELEC,Sun Trust Bank,10415 Old Georgetown Rd,,Bethesda,MD,20814,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.0251526,-77.1254072,4/20/2014,41229,2014-04-20 07:30:47 UTC,,,J1772
ELEC,Fairfield Crossing Apartments,7703 Lee Highway,,Falls Church,VA,22042,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8746418,-77.2100421,4/20/2014,54011,2014-04-20 07:30:49 UTC,,,J1772
ELEC,702 King Farm,702 King Farm Blvd.,,Rockville,MD,20850,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1108659,-77.1778822,4/20/2014,53569,2014-04-20 07:30:44 UTC,,,J1772
ELEC,MEDL GB EVCS,101 Orchard Ridge Dr,,Gaithersburg,MD,20878,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1282917,-77.2315776,4/20/2014,44936,2014-04-20 07:56:33 UTC,,,J1772 NEMA520
ELEC,"Walgreens - Brooklyn Park, MD #6007",5740 Ritchie Highway,,Brooklyn Park,MD,21225,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.216143,-76.615116,4/20/2014,42981,2014-04-20 07:30:45 UTC,,,J1772
ELEC,LIFEBRIDGE,2455-2491 W Belvedere Ave,,Baltimore,MD,21215,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3535194,-76.6637268,4/20/2014,49575,2014-04-20 07:54:01 UTC,,,J1772 NEMA520
ELEC,Community College of Baltimore County (CCBC),800 S Rolling,MD 166,Catonsville,MD,21228,443-840-2222,E,Public,24 hours daily,,2,,,,200-8,39.2533343,-76.7364255,12/31/2013,40020,2014-01-20 18:12:11 UTC,P,5/15/2011,J1772
ELEC,Stone's Cove Kitbar,2403 Centreville Rd,,Herndon,VA,20171,703-434-3615  855-443-3873,E,Public,24 hours daily,,1,,,,200-8,38.9521075,-77.4093394,12/31/2013,40565,2014-01-20 18:54:03 UTC,P,7/15/2011,J1772
ELEC,eVgo - Walgreens Freedom Station,2825 Wilson Blvd,,Arlington,VA,22201,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,1,eVgo Network,https://www.evgonetwork.com/,200-8,38.889278,-77.092392,3/6/2014,52938,2014-03-06 18:02:28 UTC,P,9/25/2013,NEMA520 J1772 CHADEMO
ELEC,CHARLES COUNTY,50 Village St,,Waldorf,MD,20602,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.601387,-76.9002991,4/20/2014,41008,2014-04-20 07:52:27 UTC,,,NEMA520 J1772
ELEC,TISHMAN SPEYER,1850 K St NW,,Washington,DC,20006,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.902212,-77.0427637,4/20/2014,58031,2014-04-20 08:04:01 UTC,,,J1772
ELEC,Jamestown - Eastbanc 3307,3307 M Street NW,,Washington,DC,20007,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.90518,-77.066729,4/20/2014,43119,2014-04-20 07:30:49 UTC,,,J1772
ELEC,PARI,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58603,2014-04-20 07:30:51 UTC,,,J1772
ELEC,Market Garage,8297 Glass Alley,,Fairfax,VA,22031,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,4,,SemaCharge Network,http://www.semacharge.com/,GPS,38.873467,-77.231117,4/20/2014,53593,2014-04-20 07:30:49 UTC,,,J1772
ELEC,Spinnaker Garage,707 President St,,Baltimore,MD,21202,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.2828701,-76.6010004,4/20/2014,47319,2014-04-20 07:30:44 UTC,,,J1772
ELEC,Chevy Chase Nissan,7701 Wisconsin Ave,,Bethesda,MD,20814,301-656-9200,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.98695,-77.094389,4/4/2014,40019,2014-04-04 19:17:06 UTC,P,3/15/2011,J1772
ELEC,President Street Parking Garage,815 E. Pratt Street,,Baltimore,MD,21202,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.286911,-76.6033829,4/20/2014,43189,2014-04-20 07:30:43 UTC,,,J1772
ELEC,New River Nissan,2130 N Franklin St,,Christiansburg,VA,24073,540-382-2903,E,Public - Call ahead,Dealership business hours,,2,,,,GPS,37.1581,-80.4203,5/25/2013,40380,2014-04-17 15:22:57 UTC,P,1/31/2012,J1772
ELEC,Win Kelly Dealership,12421 Auto Drive,,Clarksville,MD,21029,800-663-5633,E,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.2112679,-76.941624,4/20/2014,43245,2014-04-20 07:30:42 UTC,,,J1772
ELEC,Knighton Garage,1-A Colonial Avenue,,Annapolis,MD,21401,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.976809,-76.4993889,4/20/2014,48857,2014-04-20 07:30:53 UTC,,,J1772
ELEC,AMERICAN UNIV,4400 Massachusetts Ave NW,,Washington D.C.,DC,20016,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9392128,-77.0867615,4/20/2014,57039,2014-04-20 07:51:15 UTC,,,NEMA520 J1772
ELEC,MOMS ORGANICMKT,9827 Rhode Island Ave,,College Park,MD,20740,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.0146454,-76.9210682,4/20/2014,38867,2014-04-20 07:49:56 UTC,,,NEMA520 J1772
ELEC,350GREEN,1100 S Hayes St,,Arlington,VA,22202,888-758-4389,E,Public,24 hours daily,,4,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.865005,-77.0596504,4/20/2014,42211,2014-04-20 07:35:56 UTC,,,J1772
ELEC,Staunton Nissan,297 Lee Jackson Hwy,,Staunton,VA,24401,540-886-3465,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.1185725,-79.0687636,4/4/2014,47575,2014-04-04 19:15:04 UTC,P,1/31/2012,J1772
ELEC,Sigora Solar,292 Race Ave,Building 3,Waynesboro,VA,22980,540-949-6559,E,Public,24 hours daily,,1,,,,200-8,38.0649076,-78.8871617,4/25/2013,51569,2014-01-20 19:15:48 UTC,P,2/1/2013,J1772
ELEC,UM PTS,600 W Lexington St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2915726,-76.6268692,4/20/2014,43193,2014-04-20 07:53:56 UTC,,,NEMA520 J1772
ELEC,CARR PROPERTIES,1455 Pennsylvania Ave NW,,Washington D.C.,DC,20004,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8956833,-77.0325775,4/20/2014,57274,2014-04-20 07:53:55 UTC,,,NEMA520 J1772
ELEC,"Walgreens - Catonsville, MD #12790",6323 Baltimore National Pike,,Catonsville,MD,21228,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.283502,-76.755399,4/20/2014,42717,2014-04-20 07:30:42 UTC,,,J1772
ELEC,UMD COLLEGEPARK,Paint Branch Dr,,College Park,MD,20740,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9894409,-76.9373016,4/20/2014,43870,2014-04-20 07:50:34 UTC,,,NEMA520 J1772
ELEC,Antwerpen Nissan - Security,1701 Woodlawn Dr,,Baltimore,MD,21207,410-298-4400,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.312989,-76.734206,4/4/2014,47684,2014-04-04 19:16:05 UTC,P,1/31/2012,J1772
ELEC,Annapolis Friends Meeting,351 Dubois Ave,"Turn at Catholic Church on Bestgate, go to end. For more information, see http://aprs.org/AFM-environment.html",Annapolis,MD,21401,410-293-6417,E,Public,8am-10pm daily; for church members or those in need of a charge,2,,,,,200-8,39.0016,-76.525176,12/31/2013,40689,2014-01-20 18:40:39 UTC,P,8/10/2011,NEMA520
ELEC,Manulife Building,555 12th St NW,,Washington,DC,20004,202-624-0841,E,Public,Restricted to garage hours; pay lot,1,1,,,,200-8,38.896703,-77.0275779,9/30/2012,43836,2014-01-20 18:59:02 UTC,P,12/14/2011,NEMA515 J1772
ELEC,TISHMAN SPEYER,1300 Wilson Blvd,,Arlington,VA,22209,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8947392,-77.072562,4/20/2014,52551,2014-04-20 08:04:02 UTC,,,J1772
ELEC,NPR,635 Massachusetts Ave NW,,Washington,DC,20001,888-758-4389,E,Public,24 hours daily,3,3,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.902194,-77.020952,4/20/2014,57421,2014-04-20 07:56:07 UTC,,,NEMA520 J1772
ELEC,Manulife Building,1850 M St NW,,Washington,DC,20036,877-308-7714,E,Public,Restricted to garage hours; pay lot,1,1,,,,200-8,38.9054845,-77.042867,9/30/2012,43837,2014-01-20 18:59:02 UTC,P,12/14/2011,NEMA515 J1772
ELEC,Brown's Sterling Nissan,45155 Towlern Pl,,Sterling,VA,20166,703-948-1100,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.010226,-77.437947,4/4/2014,39773,2014-04-04 19:15:41 UTC,P,3/15/2011,J1772
ELEC,"Walgreens - Baltimore, MD #6779",9616 Hartford Road,,Baltimore,MD,21234,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.396155,-76.523482,4/20/2014,42978,2014-04-20 07:30:41 UTC,,,J1772
ELEC,Linganore Winery,13601 Glissans Mill Road,,Mount Airy,MD,21771,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.431826,-77.1956491,4/20/2014,40819,2014-04-20 07:30:38 UTC,,,J1772
ELEC,Academy Ford,13401 Baltimore Ave,,Laurel,MD,20707,301-419-2700,E,Public,Dealership business hours,,2,,,,200-8,39.07394,-76.8696329,10/25/2013,53226,2014-01-20 19:15:26 UTC,P,2/19/2013,J1772
ELEC,Glen Allen Supercharger - Tesla,9860 Brook Rd,Located in the parking lot between Chili's and Men's Wearhouse,Glen Allen,VA,23059,877-798-3752,E,Public,24 hours daily; for Tesla use only,,,8,,,200-8,37.6675114,-77.4591225,3/6/2014,53472,2014-03-06 17:52:20 UTC,P,10/24/2013,TESLA
ELEC,"Walgreens - Alexandria, VA #10233",7629 Richmond Highway,,Alexandria,VA,22306,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.750221,-77.082531,4/20/2014,42968,2014-04-20 07:30:53 UTC,,,J1772
ELEC,DDOT,1001-1099 2nd Pl SE,,Washington,DC,20003,888-758-4389,E,Public,24 hours daily,,4,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8775348,-77.0029712,4/20/2014,55924,2014-04-20 07:32:56 UTC,,,J1772
ELEC,CHARLES COUNTY,3225 Ruth B Swann Dr,,Indian Head,MD,20640,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6235123,-77.0869293,4/20/2014,41006,2014-04-20 07:52:34 UTC,,,NEMA520 J1772
ELEC,"Walgreens - Edgewood, MD #9342",1930 Pulaski Highway,,Edgewood,MD,21040,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.4354502,-76.3141145,4/20/2014,43443,2014-04-20 07:30:41 UTC,,,J1772
ELEC,BALTIMORE CITY,200 W Lombard St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2878761,-76.6190262,4/20/2014,40001,2014-04-20 07:51:49 UTC,,,NEMA520 J1772
ELEC,St. John Properties,2560 Lord Baltimore Drive,,Baltimore,MD,21244,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.325403,-76.751758,4/20/2014,41228,2014-04-20 07:30:41 UTC,,,J1772
ELEC,CARR PROPERTIES,1575 I St NW,,Washington,DC,20005,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9015274,-77.0354996,4/20/2014,57277,2014-04-20 07:53:56 UTC,,,NEMA520 J1772
ELEC,1401 NY AVE,1400-1430 H St NW,,Washington,DC,20005,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9000524,-77.0324635,4/20/2014,58166,2014-04-20 08:05:17 UTC,,,J1772
ELEC,LPT,9755 Patuxent Woods Dr,,Columbia,MD,21046,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1758906,-76.8519972,4/20/2014,53096,2014-04-20 07:38:58 UTC,,,J1772
ELEC,CIT,2214 Rock Hill Rd,,Herndon,VA,20170,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9642906,-77.4203949,4/20/2014,36948,2014-04-20 07:47:54 UTC,,,NEMA520 J1772
ELEC,CITYOFMANASSAS,9102 Prince William St,,Manassas,VA,20110,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.7497749,-77.4719849,4/20/2014,45170,2014-04-20 07:44:20 UTC,,,J1772 NEMA520
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,540-564-1111,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.4226171,-78.838119,4/4/2014,47559,2014-04-04 19:14:14 UTC,P,1/31/2012,J1772
ELEC,WOLF TRAP,1551 Trap Rd,,Vienna,VA,22182,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9365408,-77.2644698,4/20/2014,41299,2014-04-20 07:51:31 UTC,,,NEMA520 J1772
ELEC,Rosenthal Nissan Mazda,8525 Leesburg Pike,,Vienna,VA,22182,703-442-8700,E,Public - Call ahead,Dealership business hours,,2,1,eVgo Network,https://www.evgonetwork.com/,200-8,38.926193,-77.241646,3/6/2014,39774,2014-03-06 18:02:33 UTC,P,3/15/2011,J1772 CHADEMO
ELEC,MACN,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58604,2014-04-20 07:30:52 UTC,,,J1772
ELEC,Tri-State Nissan,1230 Millwood Pike,,Winchester,VA,22602,540-667-6800,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.156528,-78.147364,4/4/2014,39775,2014-04-04 19:18:13 UTC,P,3/15/2011,J1772
ELEC,350GREEN,1300 E North Ave,,Baltimore,MD,21213,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3124771,-76.5999146,4/20/2014,43243,2014-04-20 07:36:14 UTC,,,J1772
ELEC,Century Ford,302 Century Dr,,Mount Airy,MD,21771,888-513-2892,E,Public,Dealership business hours,,1,,,,200-8,39.367952,-77.14314,10/31/2013,53421,2014-01-20 19:15:27 UTC,P,10/1/2013,J1772
ELEC,MTA,1392-1398 Odenton Rd,,Odenton,MD,21113,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0868759,-76.7059295,4/20/2014,53098,2014-04-20 08:04:55 UTC,,,J1772
ELEC,Brown's Fairfax Nissan,11000 Main St,,Fairfax,VA,22030,703-591-8009,E,Public - Call ahead,Dealership business hours,,1,1,,,200-8,38.8530341,-77.3244478,4/4/2014,39766,2014-04-04 19:13:51 UTC,P,3/15/2011,J1772 CHADEMO
ELEC,Tower 1 Building,1101 Wootton Parkway,,Rockville,MD,20852,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.067948,-77.1562346,4/20/2014,40031,2014-04-20 07:30:45 UTC,,,J1772
ELEC,TOWSON,7764-7788 MD-45,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3891117,-76.6064194,4/20/2014,51984,2014-04-20 08:04:31 UTC,,,NEMA520 J1772
ELEC,MICA,1515 W Mt Royal Ave,,Baltimore,MD,21217,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3099568,-76.6233701,4/20/2014,49028,2014-04-20 07:53:37 UTC,,,J1772 NEMA520
ELEC,Central Parking - 101 Constitution,101 Constitution Avenue Northwest,,Washington,DC,20001,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.892861,-77.012908,4/20/2014,58592,2014-04-20 07:30:51 UTC,,,J1772
ELEC,Koons Nissan,1051 E Broad St,,Falls Church,VA,22044,703-241-1000,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.874957,-77.158166,4/4/2014,39767,2014-04-04 19:17:03 UTC,P,3/15/2011,J1772
ELEC,Rhode Island Row,"2350 Washington Place, NE.",,Washington,DC,20018,800-663-5633,E,Public,MO: 16 hours; TU: 16 hours; WE: 16 hours; TH: 16 hours; FR: 16 hours; SA: 16 hours; SU: 16 hours,,3,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9215664,-76.993693,4/20/2014,53556,2014-04-20 07:30:49 UTC,,,J1772
ELEC,Richmond Ford Lincoln,4600 W Broad St,,Richmond,VA,23230,804-358-5521,E,Public,"9am-9pm M-F, 9am-6pm Sat, 12pm-5pm Sun",,3,,,,200-8,37.579499,-77.488964,12/31/2012,40701,2014-01-20 18:49:00 UTC,P,8/15/2011,J1772
ELEC,Colonial Nissan,777 Myers Dr,,Charlottesville,VA,22901,434-978-3711,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.0865885,-78.4746708,4/4/2014,39765,2014-04-04 19:13:53 UTC,P,3/15/2011,J1772
ELEC,"Walgreens - Catonsville, MD #7574",5657 Baltimore National Pike,,Catonsville,MD,21228,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.287775,-76.730151,4/20/2014,42716,2014-04-20 07:30:42 UTC,,,J1772
ELEC,BWI Airport - Daily Rooftop,7062 Elm Road,,Baltimore,MD,21240,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.18806,-76.67759,4/20/2014,53564,2014-04-20 07:30:46 UTC,,,J1772
ELEC,Patapsco Building,5201 Paint Branch Parkway,,College Park,MD,20740,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9770725,-76.9246519,4/20/2014,50376,2014-04-20 07:30:48 UTC,,,J1772
ELEC,UMD COLLEGEPARK,Stadium Dr,,College Park,MD,20740,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9913406,-76.9487762,4/20/2014,38870,2014-04-20 07:49:57 UTC,,,NEMA520 J1772
ELEC,MWAA-IAD,Commercial Vehicle Dr,,Sterling,VA,20166,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9535332,-77.452034,4/20/2014,57219,2014-04-20 07:53:17 UTC,,,NEMA520 J1772
ELEC,BALTCO REV AUTH,5 E Pennsylvania Ave,,Towson,MD,21286,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.400084,-76.60149,4/20/2014,49029,2014-04-20 07:49:33 UTC,,,J1772 NEMA520
ELEC,Heritage Chevrolet,12420 Jefferson Davis Hwy,,Chester,VA,23831,804-748-6461,E,Public - Call ahead,Dealership business hours,,2,,,,200-8,37.3556646,-77.4147799,12/31/2013,54008,2014-01-20 18:55:17 UTC,P,10/1/2013,J1772
ELEC,BWI Airport - Daily Ground Floor,7062 Elm Road,,Baltimore,MD,21240,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,4,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1869346,-76.6776287,4/20/2014,40004,2014-04-20 07:30:46 UTC,,,J1772
ELEC,Bob Davidson Ford Lincoln,1845 E Joppa Rd,,Baltimore,MD,21234,410-661-6400,E,Public,24 hours daily,,1,,,,200-8,39.399068,-76.550968,12/31/2013,53863,2014-01-20 18:39:39 UTC,P,4/1/2013,J1772
ELEC,eVgo - Dulles Town Center Freedom Station - SPX,21076 Dulles Town Cir,,Sterling,VA,20166,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,1,1,,eVgo Network,https://www.evgonetwork.com/,200-8,39.0329449,-77.4228147,3/6/2014,52133,2014-03-06 18:07:17 UTC,P,8/1/2013,NEMA520 J1772
ELEC,CARR PROPERTIES,1701 Duke St,,Alexandria,VA,22314,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.8043976,-77.0595856,4/20/2014,41297,2014-04-20 07:53:55 UTC,,,NEMA520 J1772
ELEC,Sheehy Nissan,7232 Ritchie Hwy,,Glen Burnie,MD,21061,410-760-3500,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.1728287,-76.6187973,4/4/2014,47696,2014-04-04 19:15:17 UTC,P,1/31/2012,J1772
ELEC,Potomac Overlook Regional Park,2845 N Marcey Rd,,Arlington,VA,22207,800-663-5633  703-528-5406,P,PLANNED - not yet accessible (Public)," 10am-5pm T-Sat, 1am-5pm Sun",1,1,,,,GPS,38.912491,-77.10815,12/31/2012,40591,2014-01-20 18:30:20 UTC,P,,NEMA520 J1772
